Date,VN30F1M,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,NVL,PDR,PLX,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2023-04-17,1064.5,17.54,77.15,33.0,45.03,26.13,58.0,71.14,14.99,12.74,18.95,13.17,78.1,39.16,14.8,12.56,34.14,13.35,74.04,16.04,25.9,14.28,13.4,50.07,50.3,13.88,52.9,99.6,65.21,18.51,28.3
2023-04-18,1063.0,17.37,77.25,32.71,44.83,26.04,57.86,70.85,15.09,12.78,19.05,13.1,78.2,39.26,14.85,12.56,34.8,13.5,74.85,16.34,25.9,14.14,13.28,49.84,50.8,13.88,52.8,99.0,66.39,18.33,28.5
2023-04-19,1055.0,17.12,76.96,32.56,44.02,25.68,57.78,69.97,14.65,12.58,18.91,13.06,78.7,39.8,14.55,12.38,34.42,13.2,76.93,16.0,25.5,14.06,13.02,50.12,50.4,13.75,52.6,100.1,65.48,17.83,28.3
2023-04-20,1053.9,17.02,77.15,32.71,44.83,25.73,57.86,70.26,14.75,12.68,18.91,13.1,78.0,39.7,14.4,12.11,34.47,13.15,76.97,15.85,25.7,13.99,13.05,50.01,50.7,13.72,52.6,99.5,65.39,17.51,28.3
2023-04-21,1040.0,17.02,76.86,32.42,44.69,25.59,57.78,69.82,14.7,12.41,18.82,13.03,76.4,38.62,13.6,11.74,34.75,12.8,76.97,16.26,25.6,13.92,13.14,49.56,50.3,13.55,52.7,97.5,64.48,17.6,27.9
2023-04-24,1040.9,16.98,76.86,32.05,44.26,25.86,57.64,68.14,14.89,12.38,18.77,13.17,73.3,37.74,14.05,11.93,34.75,13.0,77.24,16.15,25.55,14.3,13.31,49.78,50.5,13.65,52.6,97.4,64.12,17.65,28.15
2023-04-25,1030.7,16.95,76.47,31.94,43.5,25.51,57.13,67.34,14.7,12.12,19.14,13.17,71.3,37.05,13.75,11.7,34.42,12.8,77.2,15.85,25.05,14.06,13.25,50.01,50.2,13.45,52.5,95.9,63.57,17.47,27.7
2023-04-26,1037.5,16.95,76.47,32.34,43.74,25.42,57.06,68.36,14.94,12.48,20.0,13.24,71.4,37.74,13.95,11.84,34.9,12.8,77.2,16.04,25.4,14.55,13.4,50.63,48.0,13.75,51.9,95.2,64.57,17.51,27.5
2023-04-27,1035.0,16.95,76.28,32.2,42.78,25.37,57.06,67.48,15.04,12.55,19.73,13.28,72.3,37.98,14.1,12.42,35.42,12.85,78.55,15.89,25.15,14.5,13.43,50.97,47.5,13.61,50.5,95.1,63.21,17.56,27.0
2023-04-28,1042.5,16.98,76.47,31.9,42.83,25.82,56.47,67.92,15.14,12.41,19.68,13.31,73.1,38.52,14.3,12.78,35.42,13.1,77.65,16.19,25.3,14.3,13.87,51.26,49.5,13.78,52.1,97.0,63.66,18.01,27.7
2023-05-04,1035.0,17.33,75.89,32.09,43.17,25.28,57.2,67.34,15.28,12.41,19.36,13.13,70.6,37.24,13.55,12.38,35.42,13.0,75.21,16.34,25.15,14.09,13.75,50.12,49.5,13.58,51.3,95.5,62.39,17.69,27.25
2023-05-05,1033.5,17.3,75.7,31.87,43.79,24.92,57.13,67.26,15.09,12.58,19.5,13.06,73.0,37.15,13.55,12.2,35.75,13.05,74.72,16.11,24.95,13.92,13.6,50.86,49.0,13.55,50.7,96.0,62.57,17.6,27.15
2023-05-08,1041.8,17.51,75.89,32.78,43.88,24.97,57.2,68.14,15.77,12.68,19.64,13.17,74.1,37.19,12.95,12.24,35.75,13.3,75.17,16.75,25.65,14.26,13.54,52.67,49.4,13.68,50.9,96.3,64.02,17.6,27.45
2023-05-09,1042.2,17.47,75.5,33.08,43.88,25.06,57.49,68.87,15.72,12.58,19.82,13.21,73.6,37.29,13.0,12.15,35.94,13.35,74.53,16.71,25.75,14.21,13.72,52.28,49.3,13.61,50.6,95.4,64.3,17.6,27.4
2023-05-10,1050.6,17.47,75.41,33.0,43.83,25.28,57.57,68.21,16.4,12.64,19.73,13.35,73.6,38.32,13.3,12.42,35.7,13.4,74.58,16.9,26.35,14.21,13.84,52.11,49.35,13.88,50.6,96.8,64.12,17.69,27.8
2023-05-11,1051.6,17.47,75.31,33.0,43.59,25.37,57.64,67.48,16.25,12.68,19.77,13.35,73.8,38.03,13.8,12.6,35.7,13.3,74.26,16.82,26.4,14.11,13.75,51.54,49.15,13.82,50.5,96.7,63.66,17.92,28.05
2023-05-12,1064.9,17.54,75.31,33.0,43.88,25.42,58.66,67.7,16.35,12.81,20.32,13.46,74.4,38.32,13.7,12.6,35.51,13.4,73.99,17.46,26.8,14.21,13.72,52.56,51.2,13.78,51.7,97.2,63.3,17.87,28.15
2023-05-15,1066.5,17.54,75.21,32.93,43.4,25.15,59.02,67.48,15.72,12.81,20.09,13.6,74.1,38.23,13.5,12.47,35.75,13.3,74.08,17.2,27.0,14.5,13.92,51.94,51.7,14.02,54.4,97.3,62.75,17.92,28.4
2023-05-16,1067.0,17.54,75.21,33.0,43.21,25.01,59.39,67.63,15.57,12.88,20.0,13.57,73.3,37.78,13.65,12.29,35.98,13.5,73.59,17.2,27.4,14.45,13.89,52.45,52.2,14.05,52.9,97.5,63.39,17.74,28.4
2023-05-17,1065.0,17.47,75.31,32.86,42.97,24.61,59.39,67.26,15.43,12.94,19.82,13.31,73.1,37.49,13.3,12.11,35.46,13.3,73.36,16.86,27.0,14.18,13.54,52.56,53.4,13.98,53.2,98.3,62.75,17.38,27.9
2023-05-18,1074.2,17.54,76.28,32.75,42.74,24.83,60.41,68.07,15.43,12.81,19.95,13.42,73.2,37.44,13.3,11.93,35.42,13.4,73.27,17.13,27.2,14.33,13.63,53.81,55.0,14.42,53.2,99.4,62.93,17.42,28.1
2023-05-19,1062.5,17.51,75.7,32.56,42.26,25.06,60.33,69.46,15.82,12.81,19.82,13.46,72.4,37.64,13.2,12.06,35.56,13.5,72.55,17.2,27.85,14.38,13.66,53.35,54.1,14.39,52.5,98.7,62.39,17.47,28.0
2023-05-22,1065.3,17.58,75.6,32.56,41.78,25.01,60.12,69.31,16.06,12.84,19.91,13.6,72.0,37.88,13.35,12.11,35.7,13.6,72.55,17.2,28.15,14.79,13.87,52.73,54.1,14.52,52.1,99.2,62.02,17.83,27.9
2023-05-23,1059.5,17.79,74.53,32.16,42.55,24.97,59.75,68.21,15.96,12.88,19.73,13.53,70.4,37.59,13.2,12.29,35.46,13.65,71.78,17.16,27.95,14.72,13.81,52.56,53.7,14.32,52.6,98.7,60.93,17.69,27.7
2023-05-24,1056.1,17.65,74.82,31.9,42.4,24.83,59.24,67.7,15.67,12.88,19.36,13.42,71.8,37.29,13.25,12.33,35.27,13.5,71.56,17.05,27.4,14.45,13.69,52.45,54.5,14.12,52.6,98.4,60.3,17.56,27.65
2023-05-25,1057.0,17.61,75.21,32.09,42.07,24.7,60.63,69.31,16.3,12.88,19.27,13.31,72.0,37.34,13.2,12.24,35.32,13.45,71.33,16.9,27.0,14.45,13.63,52.79,55.0,14.05,52.6,98.0,61.02,17.38,27.7
2023-05-26,1056.5,17.54,75.21,31.83,41.54,24.88,60.55,68.58,16.74,12.88,19.18,13.31,72.0,37.54,12.95,12.11,35.61,13.6,70.2,16.94,27.2,14.5,13.78,52.11,55.0,14.15,52.0,98.1,61.02,17.33,27.7
2023-05-29,1068.0,17.65,75.6,32.2,41.93,25.06,60.55,68.65,17.71,13.08,19.5,13.53,71.6,38.03,13.05,12.38,35.84,13.6,70.11,17.58,27.7,14.64,14.16,52.73,55.5,14.32,52.7,99.5,61.02,17.51,27.7
2023-05-30,1068.2,17.68,75.79,32.12,41.78,25.1,61.21,67.99,17.91,13.08,19.41,13.53,72.8,38.72,13.35,13.1,35.84,13.65,70.43,17.54,27.7,14.64,14.04,53.52,54.9,14.32,52.4,98.5,60.48,17.6,27.7
2023-05-31,1062.6,17.82,75.79,32.27,41.5,25.06,61.28,67.92,17.71,12.81,19.27,13.42,72.0,38.52,13.5,13.19,35.46,13.65,71.33,17.39,27.7,14.52,14.56,53.24,53.5,14.39,52.0,97.5,60.11,17.47,27.1
2023-06-01,1065.0,17.98,75.5,32.2,41.64,25.01,60.85,67.34,18.3,12.95,19.45,13.57,71.8,38.62,13.9,13.46,35.42,13.65,71.42,17.61,28.0,14.69,15.23,53.18,53.0,14.49,52.0,97.5,60.11,17.56,26.85
2023-06-02,1078.8,18.31,75.79,32.78,42.07,25.64,61.06,67.34,18.4,13.26,19.64,14.22,72.3,40.09,13.85,13.51,36.17,13.65,71.33,18.1,28.3,15.61,15.32,53.75,53.4,15.5,52.0,96.8,59.93,17.96,27.1
2023-06-05,1087.2,18.27,75.6,32.78,42.45,25.73,61.94,68.8,17.86,13.26,19.68,14.29,74.1,40.49,13.5,13.28,36.98,13.95,71.96,18.1,28.05,15.47,15.2,55.51,53.7,15.6,52.1,96.8,60.48,17.87,27.1
2023-06-06,1096.1,18.31,75.7,32.86,42.88,25.68,62.16,69.6,18.25,13.36,19.77,14.76,73.6,41.08,13.6,13.51,36.79,13.8,72.23,18.89,28.3,15.86,15.03,56.07,55.0,15.87,53.2,97.7,60.39,17.96,27.35
2023-06-07,1098.0,18.35,77.35,32.53,42.59,25.86,61.94,69.16,18.05,13.22,20.55,14.69,75.5,41.08,14.55,14.41,36.79,13.75,72.14,18.85,28.35,15.81,15.29,54.94,55.3,15.87,52.8,96.6,60.2,18.01,27.25
2023-06-08,1089.0,18.14,77.06,32.05,42.07,25.55,60.92,68.51,17.52,13.02,20.73,14.43,74.4,39.95,14.2,14.73,36.22,13.8,72.14,18.25,27.6,15.4,14.91,56.64,55.4,15.36,52.4,97.2,59.57,17.65,26.9
2023-06-09,1095.3,18.1,77.74,31.87,41.78,25.37,61.65,68.58,17.57,12.88,20.82,14.61,76.5,40.68,14.6,15.27,35.94,13.75,72.01,18.97,28.1,15.71,15.12,56.92,55.5,15.73,52.3,96.0,59.84,17.65,26.7
2023-06-12,1108.3,18.02,79.68,32.01,42.45,25.42,61.87,68.73,17.67,12.81,20.86,14.69,78.4,42.26,14.6,15.99,35.89,13.9,73.83,19.04,28.2,15.86,14.92,57.2,55.4,15.8,53.4,96.4,61.75,17.74,26.7
2023-06-13,1115.5,18.14,79.1,32.53,42.93,25.33,61.5,68.8,17.91,12.95,21.27,14.65,78.8,42.26,15.6,15.99,35.98,13.85,73.74,19.04,28.2,15.91,14.72,58.05,56.7,15.73,54.1,96.5,61.48,17.65,27.1
2023-06-14,1112.1,18.19,78.51,32.27,42.55,25.68,61.36,69.24,17.42,12.98,21.0,14.61,78.0,41.32,15.2,15.31,35.98,13.75,73.83,19.08,27.8,15.81,14.72,58.11,57.0,15.67,53.8,97.1,61.02,17.87,27.15
2023-06-15,1109.3,18.23,77.74,32.16,42.35,25.95,61.28,70.7,17.57,12.98,21.05,14.57,77.1,40.98,15.25,15.63,36.22,13.55,72.46,19.3,27.8,15.83,14.72,58.62,56.5,15.56,53.5,97.1,60.3,17.83,26.85
2023-06-16,1102.6,18.31,78.9,32.05,42.02,25.51,61.57,69.9,17.32,12.95,21.32,14.57,76.6,40.63,14.9,15.22,35.18,13.5,70.64,19.6,29.0,15.78,14.76,59.47,56.0,15.53,53.5,95.5,60.11,17.69,26.5
2023-06-19,1096.5,18.19,78.71,31.76,41.69,25.59,61.72,69.68,17.42,12.77,21.23,14.46,74.5,40.78,14.0,14.59,35.18,13.55,71.46,19.83,28.75,15.57,14.84,57.6,55.0,15.53,52.1,95.6,59.84,17.6,26.55
2023-06-20,1100.0,18.19,79.68,31.9,41.97,26.13,62.3,70.63,18.3,13.02,21.5,14.54,75.2,41.76,14.5,15.54,35.18,13.6,70.77,20.06,29.25,15.59,14.8,56.58,55.1,15.67,52.0,95.1,59.57,17.65,26.65
2023-06-21,1115.5,18.23,79.78,31.83,42.12,26.09,62.52,70.12,18.98,12.98,22.36,14.69,76.1,41.96,14.5,15.63,35.46,13.65,70.64,20.3,29.4,15.76,14.92,56.64,54.6,15.67,52.4,94.0,60.3,17.78,26.8
2023-06-22,1114.0,18.19,79.0,32.23,42.12,26.36,62.3,69.97,18.83,13.02,22.59,14.72,76.3,42.3,14.65,15.67,35.61,13.75,70.55,20.38,30.0,15.81,14.92,56.86,55.7,15.93,52.4,94.2,60.84,17.74,27.0
2023-06-23,1119.1,18.4,78.32,32.49,43.02,26.18,62.01,69.68,18.49,12.98,23.09,14.94,77.3,42.16,14.5,15.49,35.46,13.7,71.32,20.3,30.3,15.95,15.0,56.58,56.0,16.1,52.0,94.7,62.84,18.28,26.85
2023-06-26,1123.0,18.69,79.0,32.49,43.17,26.18,62.52,70.26,19.08,13.08,22.91,14.94,77.7,43.58,14.9,15.58,35.51,13.65,71.09,20.14,29.6,16.15,14.96,56.64,55.5,16.1,52.2,94.8,64.21,18.33,26.7
2023-06-27,1125.2,18.65,78.71,32.49,43.21,26.27,63.61,70.48,19.08,13.02,23.45,14.87,77.7,43.43,15.0,15.36,36.08,13.6,70.36,20.77,29.6,15.98,14.92,56.64,55.9,15.97,52.4,95.2,64.12,18.19,27.45
2023-06-28,1132.4,18.73,77.74,33.26,43.07,26.85,63.4,69.82,18.78,13.05,24.18,15.31,77.0,43.14,15.6,15.36,36.03,13.8,70.5,20.73,29.9,16.15,14.96,57.26,55.4,16.01,52.2,94.9,64.21,18.33,27.3
2023-06-29,1115.0,18.4,76.96,32.64,42.26,26.76,63.03,69.24,18.54,12.77,23.45,15.02,75.4,41.96,15.0,14.91,35.46,13.55,70.18,19.87,29.55,15.83,14.68,57.71,55.0,15.93,51.8,94.1,65.39,18.01,27.0
2023-06-30,1117.3,18.52,76.96,31.79,42.07,26.4,62.67,68.07,18.88,12.95,23.77,14.94,75.2,42.55,14.85,15.18,35.32,13.4,70.0,20.14,29.8,15.69,14.6,56.64,55.0,15.85,51.0,94.3,64.57,17.96,26.8
2023-07-03,1117.5,18.52,78.61,32.64,42.45,26.18,62.96,68.8,19.61,12.84,23.82,14.94,75.4,42.26,14.55,15.09,35.61,13.3,70.05,20.06,29.7,15.52,14.72,56.64,55.9,15.85,51.1,94.4,64.3,17.96,27.0
2023-07-04,1123.0,18.48,78.51,32.27,42.97,26.36,63.4,69.6,19.76,12.91,23.86,15.06,75.6,42.5,14.85,15.36,37.69,13.4,70.0,20.69,29.85,15.52,14.72,56.64,56.5,15.85,51.3,94.1,64.21,17.96,27.2
2023-07-05,1124.0,18.44,77.83,32.53,42.74,26.44,63.41,69.02,19.56,12.84,24.5,15.09,75.8,42.6,14.7,15.67,38.11,13.5,70.09,20.45,29.9,15.49,14.68,57.77,56.1,16.06,51.0,94.3,63.48,18.06,27.5
2023-07-06,1116.0,18.23,77.54,32.23,42.93,26.27,63.24,69.68,20.15,12.67,24.55,14.94,76.0,42.45,14.4,15.27,38.11,13.25,69.91,20.53,29.1,15.3,14.76,57.03,54.5,15.81,50.4,94.3,64.12,17.69,26.95
2023-07-07,1125.0,18.23,77.83,32.49,43.17,26.49,63.83,70.26,20.68,12.77,24.95,15.13,75.2,44.71,14.5,15.63,38.11,13.1,68.82,20.65,29.6,15.3,14.64,59.47,54.0,15.97,50.1,93.8,64.48,17.96,27.0
2023-07-10,1136.5,18.44,78.22,34.43,43.5,26.58,63.83,71.36,20.68,12.77,25.18,15.35,77.9,46.92,14.9,16.71,39.53,13.2,68.5,21.47,29.85,15.52,14.76,58.17,53.8,16.38,50.9,94.2,65.57,18.15,26.95
2023-07-11,1138.0,18.48,78.71,34.14,43.4,27.12,63.58,71.14,20.93,12.95,24.82,15.68,79.2,47.95,14.7,16.62,39.01,13.25,68.36,21.9,30.0,15.49,14.84,58.34,53.9,16.38,50.8,94.2,66.21,18.01,27.3
2023-07-12,1141.8,18.35,78.42,34.25,44.69,26.85,63.83,70.63,21.02,12.91,24.55,15.54,79.5,48.3,14.6,17.26,39.25,13.25,68.82,21.82,29.8,15.35,14.72,58.9,55.1,16.22,51.4,93.9,66.84,17.78,28.1
2023-07-13,1155.0,18.48,78.71,34.4,44.83,26.85,64.26,72.68,21.07,12.95,24.59,15.61,81.8,48.5,14.95,17.35,39.15,13.35,69.95,22.17,30.0,15.49,14.8,59.41,56.3,16.3,51.5,94.9,66.48,18.06,28.15
2023-07-14,1162.1,18.48,78.61,34.29,44.64,26.76,66.38,72.46,21.02,13.15,25.0,15.87,81.8,48.59,15.15,17.08,38.68,13.3,70.09,22.25,29.0,15.49,14.72,59.47,56.4,16.34,51.4,97.9,66.66,18.01,28.0
2023-07-17,1161.8,18.48,77.74,33.88,45.12,26.58,66.97,72.46,21.41,13.15,24.82,15.83,80.7,47.81,15.35,17.62,38.73,13.35,69.95,22.48,28.0,15.47,14.8,59.36,59.0,16.46,52.9,97.3,65.75,18.51,28.65
2023-07-18,1165.0,18.48,77.54,34.25,44.88,26.71,66.72,73.04,21.27,13.15,24.73,15.83,80.5,47.22,15.05,17.39,38.35,13.5,69.77,22.29,28.45,15.66,15.37,59.07,58.8,16.58,52.7,96.3,65.84,18.96,28.3
2023-07-19,1164.1,18.48,77.83,33.92,44.74,26.76,66.55,72.39,21.12,13.49,24.91,15.66,80.8,47.66,14.7,16.98,37.92,13.3,69.64,22.25,28.25,15.66,15.16,60.32,58.5,16.58,52.1,96.7,66.02,18.69,27.95
2023-07-20,1165.1,18.48,78.03,33.92,44.64,26.53,68.07,72.24,20.93,13.61,25.64,15.7,79.5,48.25,14.8,17.57,37.54,13.3,69.82,21.86,27.85,15.47,15.24,59.47,57.7,16.54,52.0,97.8,66.02,19.01,28.05
2023-07-21,1184.9,18.56,77.35,34.29,45.31,26.58,68.67,72.75,21.41,13.77,25.82,15.87,83.0,51.59,15.15,18.79,38.3,13.25,69.77,22.44,28.75,15.66,15.2,59.47,59.0,16.58,52.1,98.0,66.84,19.37,28.4
2023-07-24,1191.4,18.52,76.96,34.32,45.07,26.67,68.67,72.09,21.61,13.81,25.68,15.95,84.0,53.56,16.2,19.29,38.11,13.3,70.64,22.41,28.7,15.74,15.12,59.24,59.1,16.94,52.0,96.8,66.93,19.77,28.4
2023-07-25,1194.0,18.73,75.79,34.58,44.74,26.76,68.92,72.31,21.22,13.77,25.68,16.0,83.4,52.67,16.2,19.29,38.11,13.25,72.01,22.48,28.5,16.24,15.41,61.34,58.6,16.9,51.5,97.1,67.75,19.77,29.0
2023-07-26,1197.0,18.73,76.18,34.73,44.5,26.67,70.11,71.87,21.02,13.77,25.82,15.95,84.6,51.69,17.2,19.47,38.3,13.55,73.65,22.64,28.3,16.22,15.24,62.47,59.0,16.78,51.0,96.5,68.21,19.77,28.9
2023-07-27,1193.8,18.61,76.28,34.25,44.41,26.27,70.95,71.87,21.12,13.77,25.82,15.83,84.2,53.67,17.85,19.88,37.73,13.3,73.01,22.99,28.1,16.05,15.04,62.01,57.5,16.66,51.1,96.9,68.84,19.68,28.5
2023-07-28,1210.0,18.65,75.79,34.25,44.5,26.4,71.55,72.82,21.41,13.81,25.73,15.91,86.1,54.07,18.35,19.74,37.87,13.55,71.55,23.23,28.65,16.39,15.16,62.21,58.9,16.74,51.5,97.8,70.39,20.0,28.8
2023-07-31,1234.2,19.28,78.71,34.62,45.93,26.85,72.57,74.36,21.75,13.89,25.64,16.04,87.3,53.28,18.85,19.6,39.25,13.7,71.46,23.15,28.95,16.63,15.2,61.27,63.0,16.78,55.1,102.0,70.94,20.05,29.65
2023-08-01,1220.0,19.19,76.77,35.35,45.07,27.21,71.63,73.7,21.41,14.05,25.0,16.04,86.7,51.29,17.8,18.84,38.77,13.45,72.19,22.48,28.95,16.49,15.24,61.0,62.8,16.66,58.9,101.2,69.12,19.87,29.1
2023-08-02,1218.0,19.4,75.7,36.01,45.65,27.79,70.79,73.48,21.32,13.93,25.0,16.08,85.2,51.29,18.35,19.33,38.73,13.7,72.42,22.64,29.1,16.44,15.33,61.2,61.9,16.7,58.3,100.8,69.21,19.91,28.9
2023-08-03,1208.4,19.7,75.21,35.61,45.12,27.65,70.95,72.9,21.22,13.77,24.41,16.04,86.1,52.28,18.55,19.33,37.92,13.5,73.6,22.25,28.6,16.24,14.96,60.6,60.1,16.66,58.2,101.0,68.22,19.64,28.4
2023-08-04,1234.6,20.5,75.02,35.5,44.93,27.74,70.62,73.41,21.32,13.73,24.86,16.17,86.3,52.58,19.8,20.28,38.11,13.6,73.14,22.8,28.95,16.29,15.37,60.27,63.0,16.94,62.2,101.0,68.6,20.09,28.7
