Date,VN30F1M,ACB,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2022-10-17,1050.0,14.7,23.98,45.36,20.18,53.78,81.61,16.16,10.9,17.5,21.16,12.63,79.0,57.88,75.0,44.81,29.85,11.15,81.94,13.52,18.15,12.17,10.81,37.55,49.5,12.51,56.0,109.0,66.21,14.44,24.9
2022-10-18,1057.9,15.02,24.05,45.54,20.58,54.58,81.24,16.35,11.09,17.14,21.74,12.66,82.0,57.98,75.1,44.9,30.16,11.1,84.02,13.37,17.7,12.27,10.81,38.34,50.5,12.54,58.4,109.1,68.35,14.44,25.8
2022-10-19,1053.0,14.81,24.2,45.81,20.76,55.02,79.85,16.11,11.03,16.73,21.36,12.63,80.0,57.98,75.0,44.72,30.16,11.0,84.51,13.26,17.3,12.22,10.79,38.46,50.0,12.83,58.5,109.1,68.44,14.44,25.2
2022-10-20,1058.0,14.98,24.31,45.63,20.81,56.69,81.17,15.77,11.09,16.45,21.07,12.38,80.2,57.39,75.1,44.27,30.39,10.85,84.69,13.07,17.15,11.93,10.81,39.19,50.0,12.54,58.6,108.9,69.24,14.44,25.1
2022-10-21,985.0,14.31,23.91,42.99,19.38,53.85,78.46,14.7,10.9,15.36,19.71,11.62,74.8,53.46,75.0,44.0,28.58,10.3,85.44,12.17,15.95,11.1,10.55,38.51,47.95,12.07,56.8,108.9,68.8,14.07,24.0
2022-10-24,942.0,13.68,22.26,42.85,18.79,51.81,78.46,13.68,10.53,14.91,18.35,11.26,72.8,49.72,74.4,42.46,26.58,9.88,80.13,11.34,14.85,10.33,10.58,38.51,44.6,11.85,56.5,107.0,66.12,13.94,22.35
2022-10-25,961.0,14.31,22.95,44.73,20.09,53.34,78.46,12.95,10.56,15.55,17.36,11.83,75.0,51.1,75.0,42.19,25.4,9.97,83.14,11.3,14.9,10.33,10.58,39.59,44.6,12.1,56.1,108.0,67.9,13.98,23.0
2022-10-26,967.5,14.49,23.25,45.81,20.05,53.78,79.05,13.14,10.53,15.36,17.93,11.83,78.0,51.0,74.5,41.11,25.17,10.0,82.38,11.15,15.0,10.38,10.5,39.65,43.5,11.98,54.8,107.5,67.9,14.07,22.2
2022-10-27,1025.0,15.47,24.86,47.42,21.43,55.23,80.51,14.02,10.96,15.82,19.01,12.63,83.0,52.38,73.9,41.02,26.4,10.4,83.18,11.91,16.05,11.08,11.02,40.61,44.0,12.51,55.0,108.0,70.14,14.98,23.75
2022-10-28,1016.0,15.65,24.79,46.97,21.52,54.65,79.78,14.11,10.9,15.27,19.01,12.74,83.9,52.28,72.5,40.29,26.31,10.35,82.38,11.94,16.15,11.83,10.95,40.55,44.9,12.39,55.7,107.8,69.69,14.8,23.7
2022-10-31,1024.0,15.72,25.34,46.97,22.02,55.09,81.31,14.02,10.83,14.23,18.76,12.77,85.5,50.71,70.0,39.48,25.85,10.35,82.03,12.24,16.15,11.93,10.87,41.63,45.0,12.32,55.4,107.6,70.14,14.8,24.6
2022-11-01,1018.0,15.75,24.97,47.42,21.88,55.02,80.51,14.11,10.96,13.64,18.84,12.99,86.5,49.23,70.0,38.31,26.4,10.35,81.28,12.73,16.9,12.44,11.44,42.48,45.0,12.67,55.4,106.3,71.66,15.57,26.25
2022-11-02,1021.0,15.3,24.71,46.52,21.48,53.92,80.51,13.82,10.86,13.95,19.01,12.92,81.0,47.17,69.2,37.76,26.58,10.2,81.23,12.39,16.9,12.22,11.31,41.69,44.9,13.01,55.4,105.0,69.96,15.84,25.8
2022-11-03,1001.1,14.98,24.2,46.88,21.12,54.0,81.53,13.87,10.56,13.82,19.05,12.74,85.4,48.64,64.4,36.41,26.53,10.1,80.57,12.39,17.25,12.53,11.16,41.35,45.0,12.76,55.1,102.7,71.48,15.84,26.0
2022-11-04,980.0,14.14,24.42,44.73,21.93,53.12,81.24,12.99,10.17,13.32,17.73,12.92,84.3,45.25,59.9,33.88,26.13,9.8,80.57,11.53,16.6,12.37,11.18,40.67,44.5,12.42,54.3,100.1,71.48,15.34,26.0
2022-11-07,950.0,14.49,24.42,43.75,20.9,52.9,82.63,12.12,9.48,12.45,16.49,12.23,84.5,42.11,55.8,31.53,26.17,9.79,81.46,10.74,15.5,11.52,10.55,40.67,43.9,11.6,53.4,100.2,73.44,15.48,25.5
2022-11-08,972.1,14.95,25.59,45.45,21.34,53.41,83.73,12.7,9.57,11.95,16.78,12.41,86.0,43.83,51.9,29.36,26.72,10.45,81.01,11.27,16.45,11.71,10.76,41.12,43.8,11.66,53.3,100.4,73.62,15.57,25.25
2022-11-09,959.0,14.56,26.51,45.9,21.88,53.92,85.19,12.95,9.77,11.82,16.78,12.23,87.0,44.71,48.3,27.33,27.33,10.85,81.68,11.19,16.25,11.81,10.6,41.91,44.55,11.57,53.7,100.6,72.28,15.84,25.4
2022-11-10,912.8,14.03,25.45,43.52,20.36,53.19,83.0,12.07,9.64,11.0,15.7,11.4,81.0,41.62,44.95,25.43,25.53,10.25,81.68,10.44,15.15,11.03,10.45,41.23,43.95,11.0,53.0,100.0,70.05,14.75,24.8
2022-11-11,938.0,14.59,26.4,43.84,21.12,53.05,83.36,11.24,9.77,11.18,16.69,11.55,86.5,42.26,41.85,23.67,25.72,10.6,83.14,10.59,15.6,11.06,10.45,42.76,44.15,11.0,54.3,101.3,70.05,14.75,25.3
2022-11-14,932.0,14.24,26.33,42.59,21.39,51.59,83.29,10.46,9.64,11.09,16.78,10.97,89.1,39.95,38.95,22.04,25.06,10.3,86.32,10.7,15.85,10.76,10.34,42.54,44.0,10.94,55.0,101.9,70.58,14.21,25.35
2022-11-15,895.0,13.4,24.49,39.63,20.94,48.02,81.61,9.73,9.24,11.36,16.03,10.21,89.4,37.19,36.25,20.51,23.31,9.58,82.56,10.44,15.1,10.04,10.45,42.48,43.4,10.69,57.0,101.8,68.8,13.26,24.95
2022-11-16,957.6,14.31,26.18,42.32,22.19,50.5,85.63,10.41,9.84,12.14,16.74,10.9,90.9,39.75,33.75,19.11,24.59,10.1,80.04,11.15,16.15,10.72,10.95,42.54,44.9,11.32,60.4,101.9,66.56,14.03,26.55
2022-11-17,972.5,14.77,26.15,42.41,22.37,51.74,87.61,11.1,10.1,12.95,17.81,11.33,97.0,41.08,31.4,17.8,24.26,10.1,81.01,11.87,17.2,11.13,10.95,43.33,47.95,11.6,64.6,102.1,67.9,14.03,28.4
2022-11-18,963.0,14.84,26.37,43.21,22.1,52.1,83.66,11.83,9.9,13.73,18.26,11.33,95.2,41.42,29.25,16.58,23.74,10.1,79.33,12.21,17.1,11.01,10.81,43.33,48.0,11.57,65.6,102.2,68.8,14.03,27.6
2022-11-21,938.2,14.45,26.04,42.67,21.57,51.08,81.46,12.65,9.77,13.59,18.51,11.33,95.1,39.95,27.25,15.45,23.93,10.3,80.84,12.09,16.7,10.79,10.81,42.48,46.95,11.63,64.0,100.6,69.6,14.03,26.3
2022-11-22,926.0,14.28,26.73,43.08,21.39,51.37,79.92,12.26,9.67,13.45,18.55,11.4,91.8,39.5,25.35,14.41,24.78,10.35,80.22,12.28,16.9,10.6,10.84,41.63,45.3,11.44,61.0,98.1,71.03,14.03,26.15
2022-11-23,924.1,14.49,27.43,43.52,21.84,51.37,79.19,12.22,9.67,12.55,18.06,11.33,92.9,39.8,23.6,13.42,25.2,10.45,80.57,11.87,17.5,10.67,10.5,41.63,44.4,11.25,59.7,100.4,70.94,13.62,26.15
2022-11-24,938.9,14.74,27.87,43.57,22.02,51.37,77.44,12.65,9.77,13.05,17.36,11.33,89.0,37.05,21.95,12.51,26.01,10.6,79.91,12.02,18.2,10.74,10.5,41.35,45.0,11.22,61.0,101.2,72.55,13.67,27.1
2022-11-25,969.0,15.09,29.34,44.74,23.09,52.47,76.7,13.14,9.87,13.91,18.55,11.69,94.0,37.15,20.45,11.65,26.72,10.85,79.68,12.84,18.9,11.15,10.66,41.4,47.0,11.51,65.0,102.0,73.44,14.03,27.4
2022-11-28,993.7,15.61,28.97,44.64,24.43,54.14,82.05,13.72,10.2,14.86,19.83,12.41,97.2,39.45,20.45,10.84,27.76,11.3,78.4,13.71,19.7,11.93,11.02,43.44,50.2,11.98,65.0,102.2,73.0,14.57,29.3
2022-11-29,1015.5,15.54,30.07,45.03,24.52,54.14,81.97,13.77,10.2,15.82,21.2,12.41,99.0,42.06,21.85,11.56,27.99,11.3,77.91,14.23,19.75,12.22,11.29,45.2,53.1,11.91,69.4,102.8,74.16,14.62,30.5
2022-11-30,1027.9,15.51,30.14,46.22,24.39,54.36,80.66,13.82,10.27,16.73,22.64,12.56,102.0,43.34,23.35,12.33,27.9,11.65,79.68,14.46,20.0,12.56,11.55,45.88,54.5,12.73,69.6,103.0,73.98,15.2,30.55
2022-12-01,1029.0,15.79,28.6,45.6,23.4,54.43,77.95,14.41,10.53,16.55,22.48,12.84,99.0,43.29,23.35,13.19,29.32,11.2,77.65,13.67,19.5,13.29,11.44,45.31,53.5,12.57,66.0,103.2,73.62,15.2,30.0
2022-12-02,1101.0,16.49,30.22,45.98,25.01,56.4,81.39,15.09,10.9,17.68,24.05,13.57,103.9,46.19,23.8,14.09,29.74,11.7,78.36,14.61,20.85,13.97,11.97,48.14,57.2,13.45,68.8,106.5,75.05,15.66,31.55
2022-12-05,1104.0,16.56,30.25,48.17,25.59,57.06,82.85,15.18,11.19,18.18,25.7,13.71,105.0,46.78,22.15,15.04,30.31,11.5,79.55,15.62,22.3,14.06,12.15,48.14,58.3,13.77,68.1,106.9,75.94,16.43,31.55
2022-12-06,1046.0,15.65,28.68,45.79,24.16,55.38,80.14,14.16,10.83,16.91,24.42,12.77,102.0,43.58,20.6,14.0,28.56,10.9,79.02,14.68,20.75,13.12,11.34,45.31,55.0,12.83,66.6,106.0,73.71,15.29,29.35
2022-12-07,1053.3,15.65,28.6,46.07,24.48,55.74,78.17,13.63,10.5,16.59,24.71,12.48,100.0,44.07,19.2,14.27,27.61,10.95,79.24,14.46,20.3,12.8,11.0,44.46,55.5,12.86,71.2,106.0,73.71,14.66,29.5
2022-12-08,1055.0,15.89,28.6,46.27,24.88,56.11,77.58,14.31,10.9,17.18,25.04,13.06,96.0,45.2,17.9,15.0,28.18,11.2,78.8,15.44,21.7,13.67,11.55,43.61,55.4,13.17,69.9,107.0,72.37,15.39,28.75
2022-12-09,1070.0,16.17,28.75,45.69,25.1,56.84,77.58,14.65,11.09,17.45,24.83,13.13,97.0,45.4,16.65,14.91,28.75,11.2,78.8,15.21,22.4,13.7,11.81,43.78,54.1,13.17,67.8,111.5,71.48,15.29,28.9
2022-12-12,1035.2,15.79,27.94,46.27,24.57,56.11,76.85,14.41,10.7,16.91,23.1,12.77,97.0,45.11,17.8,14.0,29.41,11.15,78.93,14.38,21.3,13.19,12.02,43.84,50.5,12.79,63.1,111.4,70.14,15.07,27.05
2022-12-13,1058.0,16.17,28.38,47.6,25.19,56.25,77.29,14.6,10.86,17.27,23.06,12.99,97.0,45.6,18.2,14.0,29.69,11.4,78.8,15.32,22.55,13.97,12.07,44.29,53.0,13.05,61.6,112.0,69.69,15.48,28.0
2022-12-14,1059.6,16.24,28.46,47.46,24.97,55.6,78.68,15.09,10.86,17.45,23.14,13.1,96.0,45.65,18.5,13.55,29.65,11.4,79.24,15.1,23.25,13.97,11.97,44.63,53.0,12.95,60.8,112.2,69.24,15.43,27.95
2022-12-15,1065.1,16.28,28.6,47.22,25.28,56.62,77.8,15.18,11.06,17.59,23.31,13.67,98.2,46.19,17.9,12.96,29.55,11.4,79.24,15.21,23.25,14.3,12.07,45.03,50.7,13.2,60.6,112.9,69.33,16.47,27.9
2022-12-16,1060.0,16.14,28.53,47.31,25.1,56.76,77.87,15.38,11.42,18.55,22.73,13.57,93.5,47.02,18.2,13.1,29.32,11.45,78.4,15.4,22.8,14.14,12.07,45.14,49.3,13.08,58.4,113.0,69.69,16.74,26.2
2022-12-19,1045.0,15.96,28.46,45.98,24.66,55.82,77.0,14.89,11.46,18.18,22.07,13.24,95.0,46.33,17.5,12.47,28.75,11.1,77.47,15.4,22.4,14.18,11.81,44.86,48.2,13.05,56.5,111.2,68.8,16.25,27.3
2022-12-20,1027.0,15.82,28.24,45.79,25.06,55.82,76.7,13.92,10.99,17.27,21.32,12.7,94.0,45.69,16.3,11.65,27.76,10.7,77.7,14.87,22.45,13.43,11.55,44.74,48.2,12.39,55.9,111.3,70.32,15.66,25.75
2022-12-21,1037.0,16.0,28.31,45.79,24.61,56.25,75.75,13.82,11.09,17.18,20.74,12.77,94.9,45.6,15.2,10.84,27.9,10.45,78.59,14.5,23.55,13.43,11.34,44.57,48.5,12.39,54.9,111.6,71.21,15.97,26.0
2022-12-22,1037.7,16.07,28.6,45.98,24.7,56.25,74.07,14.11,11.13,17.18,22.19,12.99,94.4,45.69,15.5,11.56,28.99,10.7,78.73,14.35,23.4,13.43,11.73,44.91,49.0,12.54,55.0,111.3,70.03,16.7,26.0
2022-12-23,1034.8,16.07,28.6,45.69,24.74,56.84,74.29,13.97,11.23,16.68,21.69,12.81,95.0,45.01,15.1,11.79,29.22,10.95,78.59,13.75,23.5,13.38,11.55,44.8,49.8,12.35,55.1,111.5,69.3,16.61,25.8
2022-12-26,986.4,15.51,28.46,43.4,23.31,55.67,75.09,12.99,10.73,15.55,20.37,12.12,91.5,41.86,14.05,10.98,28.56,10.3,77.7,12.81,21.9,12.46,11.02,44.69,47.0,11.54,52.9,108.9,69.12,15.57,24.55
2022-12-27,1001.0,15.51,29.34,44.36,23.8,55.74,75.46,13.87,10.8,16.59,21.78,12.45,91.6,43.04,14.4,11.38,28.94,10.65,77.02,13.67,22.5,12.75,11.05,44.8,47.5,11.95,53.4,108.0,69.66,16.2,25.8
2022-12-28,1008.0,15.44,30.73,44.55,24.3,55.89,75.39,13.82,10.7,16.55,22.36,12.59,93.0,42.26,14.35,12.15,29.79,10.65,79.27,13.63,22.9,12.68,11.23,45.31,47.7,11.95,53.5,110.5,70.03,16.43,26.9
2022-12-29,993.0,15.44,29.34,44.36,24.16,55.53,75.09,13.43,10.5,16.36,23.1,12.56,94.0,42.16,14.65,12.11,29.65,10.5,77.65,13.22,22.35,12.58,11.23,45.71,47.8,11.88,53.6,109.2,70.03,16.11,26.5
2022-12-30,1004.5,15.37,28.31,44.45,24.39,56.04,74.29,13.43,10.53,16.36,21.9,12.34,93.0,42.16,14.0,12.29,29.98,10.65,74.96,13.29,22.5,12.53,11.05,45.31,48.0,11.95,53.8,109.5,69.21,16.2,26.3
2023-01-03,1045.5,15.93,30.22,45.5,25.06,58.29,76.85,14.21,10.9,17.5,23.14,12.99,96.0,43.19,14.65,13.15,31.16,11.05,75.9,14.2,23.5,13.31,11.5,46.78,49.4,12.51,56.8,111.7,71.39,16.74,28.1
2023-01-04,1042.7,15.89,29.92,45.5,25.51,58.29,76.85,14.45,10.8,17.64,23.02,12.95,99.3,42.75,14.0,13.55,33.34,11.0,77.02,14.27,23.3,13.24,11.55,46.9,49.0,12.51,56.0,110.4,72.12,17.1,28.6
2023-01-05,1053.8,16.03,29.89,45.84,25.51,58.73,78.02,14.5,10.83,18.0,22.89,13.13,99.5,42.84,13.7,13.69,33.86,11.75,78.23,14.5,24.2,13.41,11.84,47.58,49.7,12.64,56.2,110.0,73.85,17.15,29.2
2023-01-06,1051.0,16.24,30.55,45.84,25.59,58.51,76.63,14.02,10.86,17.64,22.98,13.17,95.8,42.4,13.6,13.33,33.19,11.75,81.15,14.2,24.3,13.43,11.81,47.58,49.9,12.95,56.1,107.8,72.57,17.15,29.25
2023-01-09,1053.6,16.21,30.07,45.69,26.04,58.51,76.48,14.02,11.06,17.82,23.1,13.17,96.5,41.27,13.85,12.87,33.57,11.6,80.66,14.27,24.65,13.46,11.81,49.22,50.2,13.3,55.0,109.2,73.39,17.06,29.4
2023-01-10,1056.6,16.45,30.29,45.79,25.55,58.59,76.56,14.02,11.06,18.0,23.06,13.13,95.4,41.47,13.95,12.87,34.85,11.7,79.09,14.2,24.95,13.31,11.81,49.45,49.75,13.3,54.5,109.1,73.66,16.92,29.4
2023-01-11,1062.7,16.98,30.25,46.36,26.04,58.95,76.26,14.11,11.03,18.36,23.22,13.17,96.0,41.81,14.9,13.37,35.23,11.65,81.29,14.5,24.7,13.41,11.79,48.2,50.8,13.33,55.1,110.1,72.21,16.7,28.5
2023-01-12,1065.2,17.19,30.4,46.84,25.86,58.8,76.85,14.41,10.96,18.23,22.15,13.17,93.3,41.37,14.95,13.24,35.08,11.75,80.75,14.5,24.95,13.5,11.76,48.03,51.5,13.71,55.0,109.8,72.75,16.92,28.7
2023-01-13,1069.1,16.95,30.66,46.65,26.04,58.29,76.48,14.16,10.99,18.14,21.65,13.17,95.0,41.32,14.3,12.65,35.04,11.85,83.49,14.42,25.3,13.48,11.76,48.6,52.0,13.86,55.0,107.7,73.3,17.56,28.6
2023-01-16,1075.2,17.54,32.78,45.93,26.85,58.88,75.39,14.79,11.16,18.41,21.78,13.35,94.9,41.17,13.65,12.38,34.8,11.85,84.66,14.57,25.5,13.63,11.55,49.45,51.3,14.02,54.8,107.3,72.21,17.56,28.5
2023-01-17,1107.0,17.75,32.97,46.36,27.38,59.75,76.26,15.33,11.39,19.68,22.15,14.0,97.5,42.3,14.0,12.74,35.32,12.15,83.98,15.32,26.55,14.06,12.07,50.63,52.0,14.4,55.2,110.6,73.57,17.74,29.85
2023-01-18,1117.3,17.89,33.08,46.17,27.52,60.77,76.34,15.57,11.52,19.73,22.98,14.11,99.9,44.17,14.15,12.92,35.94,12.15,83.98,15.44,26.8,14.11,12.39,50.97,52.5,14.4,56.7,112.3,73.94,17.78,29.3
2023-01-19,1121.0,18.24,33.7,47.6,27.83,61.14,76.48,15.87,11.56,19.23,22.81,14.14,102.0,44.81,14.05,12.78,35.94,12.2,83.4,15.92,26.8,14.11,12.6,52.67,52.2,14.4,57.4,114.5,73.94,17.65,29.65
2023-01-27,1127.0,18.49,32.67,48.65,27.16,61.21,79.19,16.4,11.69,19.55,22.85,14.22,103.7,45.11,13.95,12.38,36.03,12.2,86.72,15.74,26.65,14.09,12.86,52.67,53.3,14.68,59.2,116.2,72.75,17.83,30.3
2023-01-30,1109.8,17.82,32.64,48.17,26.62,60.99,78.02,16.06,12.05,19.77,22.93,13.89,102.0,45.4,13.95,12.38,35.04,12.35,85.33,15.77,25.85,13.92,12.55,50.92,51.5,14.49,57.7,113.0,72.21,17.42,29.8
2023-01-31,1125.0,18.28,33.08,48.08,27.3,60.85,77.8,16.25,12.31,20.09,23.14,14.11,101.1,45.69,14.2,12.51,34.8,12.4,84.88,16.22,27.1,14.26,13.12,52.05,50.9,14.81,57.1,116.3,70.12,17.6,29.7
2023-02-01,1088.5,17.68,31.39,47.7,25.95,59.75,78.02,15.14,12.55,19.18,21.9,13.64,95.2,46.28,14.55,12.56,34.28,11.95,83.98,15.13,25.65,13.67,12.44,50.46,48.0,14.84,55.2,113.9,70.21,16.56,28.0
2023-02-02,1088.0,17.54,31.65,47.65,26.13,59.68,78.31,14.84,12.12,19.36,21.98,13.67,96.7,49.04,14.2,12.42,34.23,12.0,84.21,15.13,26.15,13.58,12.55,51.31,47.9,14.84,55.8,112.0,69.75,16.65,28.85
2023-02-03,1081.9,17.19,31.79,47.41,26.0,58.37,77.0,14.99,12.25,19.18,22.27,13.42,96.5,46.97,14.95,12.38,35.27,12.15,86.59,14.83,26.05,13.14,12.6,52.67,48.1,15.28,56.0,109.1,69.12,16.52,29.2
